product_id,product_name,category,subcategory,unit_cost,unit_price,stock_quantity,supplier_name
d7b6330c-77e6-4580-ac2d-9945fda2295d,Maintenance Analytics Model Max-9,Saas Tools,Workflow Automation Tool,15347.00,19184.00,11,Kinetiq Solutions
5fcb7b6f-9824-4c88-b173-8b8fc1bb929f,Inspection Drone Model 2000,Robotic Components,Servo Motor,12741.00,15926.00,18,Trivex Industrial
5c590914-317a-4456-978f-09f99a404e18,Cleaning Robot Model Max-6,Service Robotics,Security Robot,19826.00,24782.00,14,Orbital Dynamics Ltd.
cc619863-b70b-440b-84bb-ec57c2efb1c1,Security Robot Model Max-8,Robotic Components,Control Unit,11238.00,14048.00,28,Sentronix Automation
12754466-e1e4-4f48-8858-d7a3e32fc571,Workflow Automation Tool Model Elite-5,Industrial Robotics,Welding Robot,17387.00,21734.00,20,Robodyne Technologies
70c177c2-bd98-47f2-8745-514fcd5e6c6b,Security Robot Model 2000-1,Service Robotics,Reception Robot,16950.00,21188.00,20,Veltrax Robotics
96585bc6-35b1-4c91-acdf-fbe5e6197d57,Inspection Drone Model Max-2,Industrial Robotics,Assembly Arm,19397.00,24246.00,46,Axilon Motion Control
3e5ba047-325f-49c3-ac71-f84e91ded9ca,Servo Motor Model Pro-5,Service Robotics,Delivery Robot,14788.00,18485.00,44,Gravatek Industries
da8e4706-fda1-4e98-86d0-50e77f3f4284,Workflow Automation Tool Model Elite-5,Service Robotics,Reception Robot,16027.00,20034.00,11,Mechonics Group
bfad2f16-39e1-49cf-a69d-e3f67a9c1ad5,Control Unit Model Elite-5,Robotic Components,Control Unit,10949.00,13686.00,46,Robodyne Technologies
38196fe4-e2ef-4ce0-bf39-aa8242870995,Power Supply Model Pro-7,Industrial Robotics,Inspection Drone,14611.00,18264.00,19,Veltrax Robotics
83d018ad-458d-474c-9c4d-f835a8671182,Control Unit Model X-3,Robotic Components,Sensor Array,15976.00,19970.00,21,Axilon Motion Control
6b55e23e-fdfa-4e04-a5c1-1569a09ae0c7,Servo Motor Model 2000-1,Saas Tools,Workflow Automation Tool,12434.00,15542.00,35,Gravatek Industries
4f7d7178-9ea8-40a8-8de4-f8a03516e7ce,Fleet Management Software Model X-3,Saas Tools,Remote Diagnostics Suite,17794.00,22242.00,13,Mechonics Group
abe68012-eb91-45fe-bf28-98e3a6aa0de8,Control Unit Model Pro-6,Industrial Robotics,Hydraulic Systems,13377.00,16721.00,46,Omnidyne Systems
06094f81-a087-4bae-9c62-e2aceadb21be,Fleet Management Software Model Elite-6,Saas Tools,Maintenance Analytics Platform,16415.00,20519.00,6,Kinetiq Solutions
d86869f8-1baf-4415-a32c-e539b97a78c4,Reception Robot Model Pro-1,Robotic Components,Servo Motor,11421.00,14276.00,29,Trivex Industrial
5a82e936-2afc-4b4c-b57c-5351a4cfdb9f,Servo Motor Model X-8,Saas Tools,Fleet Management Software,15472.00,19340.00,41,US Robotics
969ef9e5-4189-4ac3-a14f-085421318bf7,Inspection Drone Model 2000,Industrial Robotics,Welding Robot,13233.00,16541.00,11,Sentronix Automation
388bb82a-aa94-4f4d-90b4-9dc1d73ad033,Power Supply Model Max-3,Service Robotics,Security Robot,16217.00,20271.00,17,Orbital Dynamics Ltd.
bfaa7761-148e-4725-8b75-513e63bfaca5,Cleaning Robot Model Max-6,Robotic Components,Power Supply,14373.00,17966.00,47,Cyberdyne Systems
6d2cc6bb-e8ef-4e8f-98c8-b692b433bc07,Welding Robot Model Series-9,Industrial Robotics,Assembly Arm,15741.00,19676.00,31,Mechonics Group
bd0a20c2-1422-490d-adde-994c7442fc55,Welding Robot Model Elite-3,Service Robotics,Cleaning Robot,13755.00,17194.00,33,Veltrax Robotics
be34c4a0-c968-4a13-8d78-64fbd67a7722,Workflow Automation Tool Model Max-2,Service Robotics,Security Robot,18372.00,22965.00,6,Gravatek Industries
ddff7921-44c4-4c96-bbcc-933957353dbf,Maintenance Analytics Model Max-9,Industrial Robotics,Inspection Drone,15474.00,19342.00,39,Trivex Industrial
7908a6b8-6167-426a-a1e6-a02b029a006d,Security Robot Model 2000-1,Service Robotics,Reception Robot,10393.00,12991.00,15,Omnidyne Systems
77777e77-2219-4108-905f-b72918b286fc,Remote Diagnostics Suite Model Elite-1,Robotic Components,Power Supply,12367.00,15459.00,40,Robodyne Technologies
baed674f-b3f8-4916-bb5f-609852d68343,Assembly Arm Model X-6,Saas Tools,Workflow Automation Tool,14941.00,18676.00,5,Kinetiq Solutions
913f5b8d-c082-4011-bd5e-3b9b5b6aebd6,Servo Motor Model Pro-5,Saas Tools,Maintenance Analytics Platform,14927.00,18659.00,26,Axilon Motion Control
6c603640-d013-4f54-abd0-b403a62ffc84,Welding Robot Model Pro-5,Service Robotics,Cleaning Robot,17569.00,21961.00,48,Mechonics Group
eaed5d12-6ebd-4afe-8392-6a18747fc4e9,Delivery Robot Model X-9,Saas Tools,Remote Diagnostics Suite,15075.00,18844.00,9,Robodyne Technologies
d3a94f47-dcf7-4a26-8665-38bb91eadda0,Reception Robot Model X-8,Robotic Components,Control Unit,18432.00,23040.00,34,Gravatek Industries
7df24699-468d-4733-bd6c-5d28600fb841,Sensor Array Model X-9,Saas Tools,Fleet Management Software,14465.00,18081.00,14,Omnidyne Systems
f028a160-309e-4e5d-86b1-9ec9a70c177a,Sensor Array Model Max-6,Industrial Robotics,Welding Robot,13134.00,16418.00,8,Kinetiq Solutions
92244040-307d-4dfa-aff7-3b17dcf3825b,Sensor Array Model Pro-2,Robotic Components,Sensor Array,14629.00,18286.00,19,Orbital Dynamics Ltd.
ca6868b1-7079-4507-b658-d7a036f6e016,Welding Robot Model Max-4,Industrial Robotics,Hydraulic Systems,17514.00,21892.00,21,Trivex Industrial
59e98746-fb2d-4a36-8810-72dff5752981,Cleaning Robot Model X-9,Industrial Robotics,Assembly Arm,11623.00,14529.00,10,Cyberdyne Systems
c8a84658-3110-4a2d-a27a-cb65f6fa36cd,Sensor Array Model Elite-8,Robotic Components,Servo Motor,11698.00,14622.00,36,Veltrax Robotics
c8235e32-b378-49c8-accf-1b6476bd9c97,Maintenance Analytics Model Series-5,Service Robotics,Delivery Robot,10047.00,12559.00,18,Axilon Motion Control
b528668d-e733-4619-bad3-ab37506986b2,Maintenance Analytics Model X-8,Service Robotics,Cleaning Robot,10411.00,13014.00,14,Orbital Dynamics Ltd.
19282d1c-8618-4cb0-b308-cff5e6528b41,Remote Diagnostics Suite Model 2000-3,Saas Tools,Workflow Automation Tool,16109.00,20136.00,44,Robodyne Technologies
01f16bdd-b1e9-4c24-8c0a-71fda40e54ed,Security Robot Model X-3,Industrial Robotics,Hydraulic Systems,13731.00,17164.00,22,Gravatek Industries
1d51ba87-a4a5-4e51-bd22-efb3a32b6873,Assembly Arm Model Pro-3,Industrial Robotics,Assembly Arm,14135.00,17669.00,22,Sentronix Automation
c38dffe3-7dae-49de-90b5-83e602af5990,Cleaning Robot Model Pro-4,Saas Tools,Fleet Management Software,19592.00,24490.00,47,US Robotics
dc1274b6-196d-4ed7-9ba2-e27e135f8082,Assembly Arm Model Max-9,Industrial Robotics,Inspection Drone,16312.00,20390.00,9,Kinetiq Solutions
f14865e7-c83d-4339-8ca2-68198c2cfdc6,Control Unit Model Max-9,Industrial Robotics,Welding Robot,10989.00,13736.00,6,Axilon Motion Control
e4485081-8c9a-41f9-8854-88474b483a7b,Assembly Arm Model 2200,Saas Tools,Remote Diagnostics Suite,11224.00,14030.00,47,Mechonics Group
37f0e7ac-8848-4eef-b72c-d9506369afc2,Servo Motor Model Max-6,Robotic Components,Control Unit,19933.00,24916.00,10,Trivex Industrial
1f0cdf1c-b599-495a-a644-76de63fdaf13,Power Supply Model X-2,Service Robotics,Delivery Robot,18752.00,23440.00,42,Omnidyne Systems
a13db892-0472-4a08-aa59-f3284ab52e78,Security Robot Model Max-8,Service Robotics,Reception Robot,17760.00,22200.00,39,Axilon Motion Control
9b43c337-fb2f-4d58-a6fd-73d491569330,Inspection Drone Model Elite-6,Robotic Components,Servo Motor,17847.00,22309.00,13,Orbital Dynamics Ltd.
135abcea-1015-44cb-8b5e-b03ce10c449d,Delivery Robot Model Max-6,Service Robotics,Security Robot,14495.00,18119.00,29,Sentronix Automation
1ad9c7ec-f3d8-48c5-8fc8-01aa58be691f,Inspection Drone Model Max-2,Saas Tools,Maintenance Analytics Platform,17416.00,21770.00,20,Cyberdyne Systems
06e8ed2f-89c8-47d3-b4d2-b05a5e229c30,Fleet Management Software Model Max-7,Robotic Components,Sensor Array,14129.00,17661.00,22,Veltrax Robotics
f7ecbf42-5c51-4d8e-8abc-b252b8c9c718,Power Supply Model 2000-3,Robotic Components,Power Supply,13164.00,16455.00,25,Gravatek Industries
629e07a3-0f91-4b86-950e-13c75aeb9071,Reception Robot Model Max-5,Saas Tools,Remote Diagnostics Suite,19586.00,24482.00,42,Trivex Industrial
a81b4fcc-2c2b-4b94-b54b-92524b6c57c1,Inspection Drone Model X-9,Industrial Robotics,Hydraulic Systems,16036.00,20045.00,43,Omnidyne Systems
139d7968-059b-443b-8596-9e3855553211,Inspection Drone Model 2000,Saas Tools,Maintenance Analytics Platform,19315.00,24144.00,42,Robodyne Technologies
ffef07dc-a6e6-4121-a22c-c6426c65f684,Remote Diagnostics Suite Model 2000-3,Robotic Components,Servo Motor,14083.00,17604.00,28,Kinetiq Solutions
